id,from_stop,to_stop,distance_km,mean_travel_time,std_travel_time,p50_time,p90_time,p95_time,traffic_condition,lognormal_mu,lognormal_sigma
S004_S005,S004,S005,8.708,14.2,4.82,13.44,20.53,23.14,normal,2.5984,0.3303
S005_S004,S005,S004,8.708,14.48,4.59,13.8,20.53,22.97,normal,2.625,0.3096
S004_S008,S004,S008,7.991,17.25,3.42,16.92,21.76,23.37,light,2.8287,0.1961
S008_S004,S008,S004,7.991,16.3,3.35,15.97,20.73,22.32,light,2.7707,0.2035
S004_S009,S004,S009,4.248,6.05,1.48,5.88,8.01,8.74,light,1.7718,0.2405
S009_S004,S009,S004,4.248,5.79,1.54,5.6,7.83,8.6,light,1.7228,0.261
S004_S010,S004,S010,4.349,7.24,1.74,7.04,9.54,10.4,normal,1.951,0.2374
S010_S004,S010,S004,4.349,7.73,1.84,7.52,10.16,11.07,normal,2.0172,0.2352
S004_S013,S004,S013,11.992,28.16,7.95,27.1,38.64,42.72,heavy,3.2994,0.2768
S013_S004,S013,S004,11.992,27.82,8.02,26.73,38.4,42.54,heavy,3.2858,0.2825
S004_S014,S004,S014,9.318,16.0,5.31,15.18,22.97,25.83,normal,2.7201,0.3231
S014_S004,S014,S004,9.318,14.9,4.95,14.14,21.41,24.08,normal,2.6489,0.3236
S004_S015,S004,S015,8.907,18.98,5.69,18.19,26.49,29.47,normal,2.9006,0.2934
S015_S004,S015,S004,8.907,18.8,5.66,18.0,26.26,29.22,normal,2.8905,0.2944
S004_S018,S004,S018,12.606,26.93,6.21,26.25,35.13,38.16,normal,3.2675,0.2275
S018_S004,S018,S004,12.606,26.94,6.2,26.25,35.13,38.15,normal,3.2677,0.2272
S004_S019,S004,S019,2.487,8.53,1.35,8.43,10.31,10.91,heavy,2.1316,0.157
S019_S004,S019,S004,2.487,8.85,1.38,8.75,10.67,11.28,heavy,2.1689,0.1545
S004_S020,S004,S020,5.606,12.7,2.49,12.46,15.98,17.14,light,2.5225,0.1939
S020_S004,S020,S004,5.606,13.71,2.57,13.48,17.1,18.3,light,2.6009,0.1859
S004_S023,S004,S023,13.165,38.93,6.15,38.46,47.04,49.8,heavy,3.6495,0.1571
S023_S004,S023,S004,13.165,38.75,6.34,38.24,47.1,49.96,heavy,3.6439,0.1625
S004_S024,S004,S024,7.011,14.08,2.62,13.85,17.55,18.76,heavy,2.628,0.1847
S024_S004,S024,S004,7.011,14.39,2.62,14.15,17.84,19.05,heavy,2.65,0.1806
S004_S025,S004,S025,3.783,9.53,2.09,9.31,12.29,13.3,normal,2.2306,0.217
S025_S004,S025,S004,3.783,9.25,1.93,9.06,11.8,12.71,normal,2.2039,0.206
S004_S028,S004,S028,10.469,24.91,5.79,24.26,32.56,35.38,normal,3.189,0.2293
S028_S004,S028,S004,10.469,24.07,6.3,23.28,32.39,35.56,normal,3.1476,0.2576
S004_S029,S004,S029,6.956,14.72,3.83,14.25,19.78,21.7,heavy,2.6566,0.2558
S029_S004,S029,S004,6.956,13.75,3.64,13.29,18.56,20.39,heavy,2.5873,0.2601
S004_S030,S004,S030,3.446,7.23,2.2,6.91,10.13,11.28,light,1.9334,0.2978
S030_S004,S030,S004,3.446,7.41,2.22,7.1,10.33,11.49,light,1.9597,0.2931
S004_S033,S004,S033,10.345,20.51,3.85,20.16,25.58,27.37,normal,3.0036,0.1859
S033_S004,S033,S004,10.345,20.91,3.84,20.57,25.98,27.76,normal,3.0237,0.1823
S004_S034,S004,S034,11.503,22.38,3.59,22.1,27.1,28.72,normal,3.0954,0.1593
S034_S004,S034,S004,11.503,22.56,3.89,22.23,27.69,29.47,normal,3.1013,0.1714
S004_S035,S004,S035,9.56,15.85,4.59,15.22,21.9,24.28,light,2.7228,0.2838
S035_S004,S035,S004,9.56,14.65,4.71,13.95,20.85,23.37,light,2.6356,0.3135
S004_S038,S004,S038,10.558,16.68,4.87,16.01,23.1,25.63,normal,2.7731,0.286
S038_S004,S038,S004,10.558,16.81,4.92,16.14,23.3,25.85,normal,2.781,0.2866
S004_S039,S004,S039,10.56,35.84,12.49,33.85,52.24,59.06,heavy,3.5218,0.3385
S039_S004,S039,S004,10.56,35.62,11.53,33.89,50.8,56.97,heavy,3.5231,0.3158
S004_S040,S004,S040,4.839,7.51,1.88,7.29,9.99,10.92,normal,1.9865,0.2459
S040_S004,S040,S004,4.839,7.52,1.79,7.32,9.89,10.77,normal,1.9906,0.2348
S004_S043,S004,S043,7.661,11.88,4.11,11.23,17.28,19.52,normal,2.4183,0.3363
S043_S004,S043,S004,7.661,11.8,3.82,11.22,16.82,18.87,normal,2.4181,0.3157
S004_S044,S004,S044,5.536,12.87,3.47,12.42,17.45,19.21,normal,2.5195,0.2651
S044_S004,S044,S004,5.536,13.62,3.32,13.23,18.0,19.64,normal,2.5825,0.2401
S004_S045,S004,S045,10.752,17.07,3.98,16.62,22.32,24.26,normal,2.8107,0.2299
S045_S004,S045,S004,10.752,16.43,3.58,16.05,21.16,22.88,normal,2.776,0.2154
S004_S048,S004,S048,7.125,15.8,5.02,15.06,22.41,25.08,heavy,2.7121,0.3099
S048_S004,S048,S004,7.125,16.73,4.96,16.03,23.27,25.86,heavy,2.7747,0.2905
S004_S049,S004,S049,5.108,13.06,2.83,12.76,16.79,18.15,heavy,2.5465,0.214
S049_S004,S049,S004,5.108,12.96,2.73,12.69,16.56,17.86,heavy,2.5406,0.208
S004_S050,S004,S050,10.157,23.64,6.85,22.71,32.67,36.22,normal,3.1229,0.2837
S050_S004,S050,S004,10.157,23.2,7.33,22.12,32.86,36.75,normal,3.0967,0.3085
S004_S053,S004,S053,11.509,22.85,4.88,22.35,29.3,31.64,normal,3.1068,0.2113
S053_S004,S053,S004,11.509,23.6,5.19,23.06,30.45,32.95,normal,3.1379,0.2171
S004_S054,S004,S054,7.031,14.19,4.01,13.66,19.49,21.55,normal,2.6143,0.2773
S054_S004,S054,S004,7.031,14.18,3.64,13.74,18.99,20.82,normal,2.6201,0.2527
S004_S055,S004,S055,9.181,14.61,3.92,14.11,19.78,21.77,light,2.6471,0.2634
S055_S004,S055,S004,9.181,15.49,3.87,15.02,20.6,22.52,light,2.7097,0.2461
S004_S058,S004,S058,11.881,21.92,5.29,21.31,28.91,31.52,normal,3.0591,0.238
S058_S004,S058,S004,11.881,20.67,5.68,19.93,28.18,31.08,normal,2.9924,0.27
S004_S059,S004,S059,10.274,14.89,2.46,14.69,18.13,19.24,normal,2.6873,0.1639
S059_S004,S059,S004,10.274,14.51,2.55,14.29,17.87,19.04,normal,2.6593,0.1745
S004_S060,S004,S060,11.731,20.11,6.44,19.15,28.6,32.03,normal,2.9525,0.3126
S060_S004,S060,S004,11.731,21.27,6.29,20.4,29.56,32.84,normal,3.0153,0.2895
S004_S063,S004,S063,10.078,21.34,6.27,20.48,29.61,32.87,normal,3.0193,0.2877
S063_S004,S063,S004,10.078,22.61,5.69,21.93,30.12,32.96,normal,3.0879,0.2476
S004_S064,S004,S064,1.776,4.56,1.26,4.4,6.22,6.87,normal,1.4806,0.2712
S064_S004,S064,S004,1.776,4.92,1.32,4.75,6.67,7.34,normal,1.5591,0.2638
S004_S065,S004,S065,5.66,9.41,1.6,9.28,11.51,12.24,light,2.2275,0.1685
S065_S004,S065,S004,5.66,9.32,1.66,9.18,11.51,12.27,light,2.2171,0.1765
S004_S068,S004,S068,6.825,8.69,1.38,8.58,10.51,11.13,light,2.1494,0.1582
S068_S004,S068,S004,6.825,8.4,1.35,8.29,10.18,10.78,light,2.1156,0.1595
S004_S069,S004,S069,7.3,17.58,4.5,17.03,23.53,25.79,normal,2.8351,0.2522
S069_S004,S069,S004,7.3,16.65,4.13,16.16,22.1,24.15,normal,2.7828,0.2441
S004_S070,S004,S070,4.269,6.5,1.78,6.27,8.85,9.76,normal,1.8353,0.269
S070_S004,S070,S004,4.269,6.5,1.81,6.26,8.88,9.81,normal,1.8337,0.2734
S004_S073,S004,S073,12.36,27.83,7.73,26.82,38.03,41.98,normal,3.2891,0.2724
S073_S004,S073,S004,12.36,26.74,6.97,25.88,35.95,39.45,normal,3.2535,0.2563
S004_S074,S004,S074,8.813,13.88,4.58,13.18,19.91,22.38,normal,2.5788,0.3217
S074_S004,S074,S004,8.813,12.94,4.99,12.07,19.46,22.27,normal,2.4905,0.3726
S004_S075,S004,S075,7.751,15.04,3.16,14.72,19.2,20.71,heavy,2.689,0.2076
S075_S004,S075,S004,7.751,15.49,3.13,15.19,19.62,21.1,heavy,2.7205,0.1999
S005_S007,S005,S007,7.761,22.42,7.84,21.16,32.71,37.01,heavy,3.0521,0.3398
S007_S005,S007,S005,7.761,21.01,7.66,19.74,31.04,35.29,heavy,2.9825,0.3532
S005_S009,S005,S009,12.918,26.56,5.56,26.0,33.9,36.54,normal,3.2581,0.2069
S009_S005,S009,S005,12.918,25.69,6.09,25.0,33.73,36.72,normal,3.2189,0.2337
S005_S010,S005,S010,5.073,7.36,1.51,7.21,9.35,10.06,light,1.9752,0.2028
S010_S005,S010,S005,5.073,7.84,1.58,7.69,9.93,10.68,light,2.0395,0.1997
S005_S012,S005,S012,3.485,5.41,1.79,5.14,7.76,8.72,normal,1.6362,0.3221
S012_S005,S012,S005,3.485,5.5,1.74,5.25,7.79,8.71,normal,1.6576,0.308
S005_S014,S005,S014,16.751,28.94,7.93,27.91,39.41,43.46,normal,3.3289,0.2692
S014_S005,S014,S005,16.751,30.12,8.36,29.02,41.15,45.43,normal,3.3681,0.2724
S005_S015,S005,S015,7.551,10.81,1.92,10.65,13.34,14.22,light,2.3652,0.176
S015_S005,S015,S005,7.551,11.51,1.97,11.34,14.11,15.01,light,2.4287,0.1702
S005_S017,S005,S017,6.375,13.57,3.23,13.21,17.85,19.43,normal,2.5806,0.2349
S017_S005,S017,S005,6.375,14.08,2.97,13.78,18.0,19.41,normal,2.623,0.2085
S005_S019,S005,S019,10.176,29.54,8.85,28.3,41.21,45.84,heavy,3.3429,0.2931
S019_S005,S019,S005,10.176,28.13,9.35,26.69,40.43,45.47,heavy,3.2843,0.3239
S005_S020,S005,S020,9.381,14.24,3.18,13.9,18.44,19.97,normal,2.6317,0.2205
S020_S005,S020,S005,9.381,14.99,3.02,14.7,18.98,20.41,normal,2.6876,0.1997
S005_S022,S005,S022,1.857,2.89,0.71,2.81,3.84,4.19,normal,1.0335,0.2427
S022_S005,S022,S005,1.857,3.01,0.69,2.93,3.92,4.26,normal,1.076,0.2264
S005_S024,S005,S024,15.677,52.25,17.9,49.43,75.76,85.49,heavy,3.9005,0.3331
S024_S005,S024,S005,15.677,54.37,16.92,51.92,76.66,85.61,heavy,3.9497,0.304
S005_S025,S005,S025,11.185,18.89,5.38,18.17,25.99,28.76,normal,2.8996,0.2793
S025_S005,S025,S005,11.185,20.3,5.71,19.54,27.84,30.77,normal,2.9727,0.2759
S005_S027,S005,S027,5.616,9.77,3.01,9.34,13.74,15.32,light,2.234,0.3012
S027_S005,S027,S005,5.616,9.4,2.78,9.02,13.07,14.52,light,2.1989,0.2899
S005_S029,S005,S029,15.126,30.9,9.26,29.6,43.11,47.96,normal,3.3877,0.2934
S029_S005,S029,S005,15.126,31.32,9.86,29.87,44.31,49.54,normal,3.3969,0.3075
S005_S030,S005,S030,7.802,11.47,1.97,11.31,14.07,14.96,normal,2.4253,0.1704
S030_S005,S030,S005,7.802,11.42,2.02,11.24,14.08,15.0,normal,2.4199,0.1752
S005_S032,S005,S032,2.069,3.04,0.65,2.97,3.9,4.22,normal,1.0884,0.2132
S032_S005,S032,S005,2.069,3.11,0.67,3.04,4.0,4.32,normal,1.1116,0.2139
S005_S035,S005,S035,0.859,2.23,0.65,2.14,3.08,3.41,heavy,0.7594,0.2844
S035_S005,S035,S005,0.859,2.09,0.59,2.01,2.86,3.16,heavy,0.6985,0.2757
S005_S037,S005,S037,4.902,10.99,3.84,10.38,16.03,18.13,light,2.3395,0.3392
S037_S005,S037,S005,4.902,10.28,4.14,9.54,15.67,18.04,light,2.2555,0.3872
S005_S040,S005,S040,4.706,15.42,3.71,14.99,20.33,22.15,heavy,2.7077,0.2373
S040_S005,S040,S005,4.706,15.64,3.88,15.18,20.77,22.69,heavy,2.7199,0.2445
S005_S042,S005,S042,2.328,4.75,1.33,4.57,6.51,7.19,heavy,1.5198,0.2757
S042_S005,S042,S005,2.328,4.84,1.45,4.63,6.75,7.51,heavy,1.533,0.2937
S005_S044,S005,S044,14.126,41.46,11.94,39.85,57.22,63.39,heavy,3.685,0.2823
S044_S005,S044,S005,14.126,41.09,13.02,39.17,58.23,65.15,heavy,3.6679,0.3093
S005_S045,S005,S045,2.547,3.91,0.66,3.85,4.78,5.08,normal,1.3487,0.1687
S045_S005,S045,S005,2.547,3.94,0.73,3.87,4.89,5.23,normal,1.3532,0.1832
S005_S047,S005,S047,4.23,8.7,2.0,8.48,11.34,12.31,normal,2.1377,0.2267
S047_S005,S047,S005,4.23,9.35,2.18,9.11,12.23,13.29,normal,2.2092,0.2297
S005_S049,S005,S049,13.721,28.88,4.86,28.48,35.29,37.5,heavy,3.3492,0.1672
S049_S005,S049,S005,13.721,29.53,4.96,29.13,36.06,38.31,heavy,3.3717,0.1666
S005_S050,S005,S050,12.297,44.41,13.65,42.45,62.4,69.59,heavy,3.7484,0.3004
S050_S005,S050,S005,12.297,47.89,14.43,45.85,66.91,74.47,heavy,3.8253,0.2949
S005_S052,S005,S052,9.608,22.08,6.98,21.06,31.27,34.98,normal,3.0472,0.3085
S052_S005,S052,S005,9.608,22.39,7.41,21.25,32.14,36.13,normal,3.0565,0.3226
S005_S054,S005,S054,14.746,33.19,10.12,31.74,46.52,51.84,normal,3.4577,0.2981
S054_S005,S054,S005,14.746,30.55,10.84,28.79,44.77,50.73,normal,3.3599,0.3445
S005_S055,S005,S055,1.806,4.35,0.77,4.29,5.36,5.71,normal,1.4556,0.1747
S055_S005,S055,S005,1.806,4.56,0.71,4.51,5.49,5.81,normal,1.5056,0.154
S005_S057,S005,S057,2.379,3.63,0.64,3.57,4.47,4.77,normal,1.2738,0.175
S057_S005,S057,S005,2.379,3.8,0.61,3.75,4.6,4.87,normal,1.3219,0.1587
S005_S060,S005,S060,10.715,30.48,5.63,29.97,37.91,40.52,heavy,3.4002,0.1833
S060_S005,S060,S005,10.715,28.66,5.54,28.14,35.98,38.57,heavy,3.3371,0.1917
S005_S062,S005,S062,5.68,18.95,3.08,18.71,23.01,24.4,heavy,2.9289,0.1616
S062_S005,S062,S005,5.68,19.8,3.09,19.56,23.87,25.25,heavy,2.9735,0.1553
S005_S064,S005,S064,10.483,26.01,6.52,25.23,34.63,37.88,normal,3.2281,0.247
S064_S005,S064,S005,10.483,24.11,6.89,23.18,33.21,36.76,normal,3.1434,0.2803
S005_S065,S005,S065,11.093,16.92,4.3,16.4,22.6,24.75,normal,2.7971,0.2503
S065_S005,S065,S005,11.093,17.31,3.9,16.88,22.46,24.34,normal,2.8263,0.2225
S005_S067,S005,S067,5.436,10.49,3.35,9.99,14.9,16.69,heavy,2.3019,0.3117
S067_S005,S067,S005,5.436,10.8,3.34,10.32,15.21,16.98,heavy,2.334,0.3026
S005_S069,S005,S069,16.006,32.26,5.31,31.83,39.25,41.66,heavy,3.4603,0.1636
S069_S005,S069,S005,16.006,31.34,4.94,30.96,37.84,40.05,heavy,3.4326,0.1566
S005_S070,S005,S070,5.74,14.04,3.86,13.54,19.14,21.11,normal,2.6058,0.2699
S070_S005,S070,S005,5.74,13.78,3.94,13.25,18.97,21.0,normal,2.5838,0.2801
S005_S072,S005,S072,7.58,22.01,5.53,21.34,29.31,32.06,heavy,3.0608,0.2473
S072_S005,S072,S005,7.58,20.6,5.75,19.84,28.18,31.13,heavy,2.9876,0.2739
S005_S074,S005,S074,17.465,26.83,7.52,25.84,36.75,40.61,normal,3.2518,0.2749
S074_S005,S074,S005,17.465,27.78,7.09,26.92,37.14,40.69,normal,3.2927,0.2512
S005_S075,S005,S075,9.645,18.65,3.65,18.3,23.47,25.18,normal,2.907,0.1939
S075_S005,S075,S005,9.645,19.63,3.58,19.31,24.34,25.99,normal,2.9606,0.1807
S006_S007,S006,S007,15.333,25.14,5.34,24.59,32.2,34.75,normal,3.2024,0.2102
S007_S006,S007,S006,15.333,25.8,5.21,25.29,32.68,35.14,normal,3.2306,0.1998
S006_S008,S006,S008,15.446,49.94,16.71,47.36,71.91,80.94,heavy,3.8578,0.3258
S008_S006,S008,S006,15.446,46.67,15.32,44.35,66.84,75.07,heavy,3.792,0.32
S006_S011,S006,S011,3.14,6.15,1.84,5.89,8.57,9.53,normal,1.7736,0.2925
S011_S006,S011,S006,3.14,6.46,1.86,6.2,8.91,9.87,normal,1.8252,0.2822
S006_S013,S006,S013,11.153,19.84,5.2,19.19,26.71,29.34,normal,2.9544,0.258
S013_S006,S013,S006,11.153,20.38,5.11,19.77,27.13,29.68,normal,2.984,0.247
S006_S016,S006,S016,11.977,18.21,6.16,17.25,26.3,29.64,normal,2.8476,0.3291
S016_S006,S016,S006,11.977,19.28,6.43,18.29,27.73,31.21,normal,2.9063,0.3248
S006_S017,S006,S017,15.779,22.89,6.18,22.09,31.04,34.18,normal,3.0953,0.2653
S017_S006,S017,S006,15.779,21.43,6.19,20.59,29.6,32.8,normal,3.025,0.283
S006_S018,S006,S018,11.818,38.15,9.4,37.04,50.57,55.22,heavy,3.612,0.2428
S018_S006,S018,S006,11.818,37.23,9.51,36.07,49.79,54.54,heavy,3.5856,0.2513
S006_S021,S006,S021,2.176,5.37,1.11,5.26,6.83,7.36,normal,1.6606,0.2036
S021_S006,S021,S006,2.176,5.64,1.18,5.52,7.2,7.76,normal,1.7078,0.2074
S006_S023,S006,S023,10.297,14.89,4.67,14.21,21.04,23.52,normal,2.6538,0.3064
S023_S006,S023,S006,10.297,15.31,4.72,14.63,21.53,24.02,normal,2.6828,0.3016
S006_S026,S006,S026,10.29,18.06,5.09,17.39,24.77,27.39,normal,2.8557,0.2762
S026_S006,S026,S006,10.29,17.39,4.76,16.77,23.67,26.1,normal,2.8198,0.2688
S006_S028,S006,S028,12.641,21.04,4.46,20.58,26.92,29.05,normal,3.0243,0.2095
S028_S006,S028,S006,12.641,20.54,4.17,20.12,26.04,28.01,normal,3.0019,0.2011
S006_S031,S006,S031,7.886,16.18,4.55,15.57,22.18,24.52,light,2.7454,0.2761
S031_S006,S031,S006,7.886,15.25,4.67,14.58,21.41,23.87,light,2.6796,0.2997
S006_S033,S006,S033,16.626,59.55,17.82,57.05,83.04,92.36,heavy,4.044,0.2928
S033_S006,S033,S006,16.626,58.37,17.65,55.87,81.64,90.89,heavy,4.0231,0.2958
S006_S036,S006,S036,3.483,8.31,1.76,8.13,10.64,11.48,normal,2.0955,0.21
S036_S006,S036,S006,3.483,8.68,1.79,8.5,11.04,11.89,normal,2.1401,0.2039
S006_S037,S006,S037,17.703,60.51,9.71,59.74,73.29,77.66,heavy,4.09,0.1595
S037_S006,S037,S006,17.703,62.97,8.84,62.36,74.59,78.47,heavy,4.1329,0.1397
S006_S038,S006,S038,15.885,40.33,9.62,39.23,53.05,57.78,normal,3.6695,0.2353
S038_S006,S038,S006,15.885,40.24,9.51,39.16,52.81,57.47,normal,3.6677,0.2332
S006_S041,S006,S041,10.416,30.72,9.25,29.42,42.91,47.75,heavy,3.3816,0.2945
S041_S006,S041,S006,10.416,29.96,8.53,28.82,41.21,45.61,heavy,3.3609,0.2791
S006_S043,S006,S043,16.026,27.04,7.26,26.11,36.63,40.31,normal,3.2624,0.264
S043_S006,S043,S006,16.026,27.76,6.6,27.01,36.48,39.73,normal,3.2961,0.2346
S006_S046,S006,S046,11.542,31.26,8.44,30.18,42.4,46.68,heavy,3.4072,0.2651
S046_S006,S046,S006,11.542,29.78,9.19,28.46,41.89,46.73,heavy,3.3485,0.3015
S006_S048,S006,S048,16.623,26.71,8.09,25.56,37.36,41.61,normal,3.241,0.2962
S048_S006,S048,S006,16.623,25.97,7.29,25.01,35.59,39.34,normal,3.2191,0.2754
S006_S051,S006,S051,4.754,10.42,1.93,10.25,12.97,13.86,heavy,2.3273,0.1836
S051_S006,S051,S006,4.754,10.48,1.83,10.32,12.88,13.72,heavy,2.3344,0.1729
S006_S052,S006,S052,13.443,24.31,6.9,23.39,33.41,36.96,normal,3.1523,0.2781
S052_S006,S052,S006,13.443,22.65,7.39,21.53,32.38,36.35,normal,3.0695,0.3183
S006_S053,S006,S053,11.626,41.22,6.34,40.74,49.56,52.39,heavy,3.7072,0.1529
S053_S006,S053,S006,11.626,43.61,6.43,43.14,52.06,54.91,heavy,3.7644,0.1467
S006_S056,S006,S056,9.763,23.63,6.9,22.68,32.73,36.31,heavy,3.1215,0.286
S056_S006,S056,S006,9.763,22.83,6.77,21.89,31.75,35.28,heavy,3.0861,0.2901
S006_S058,S006,S058,11.22,16.29,3.0,16.02,20.25,21.64,normal,2.7738,0.1828
S058_S006,S058,S006,11.22,16.19,3.12,15.89,20.3,21.75,normal,2.7659,0.1908
S006_S061,S006,S061,2.221,3.88,0.92,3.77,5.09,5.54,light,1.3272,0.2341
S061_S006,S061,S006,2.221,3.72,0.94,3.6,4.95,5.42,light,1.2819,0.248
S006_S062,S006,S062,16.622,30.71,7.04,29.93,40.0,43.42,normal,3.3989,0.2262
S062_S006,S062,S006,16.622,31.91,6.64,31.24,40.69,43.85,normal,3.4418,0.206
S006_S063,S006,S063,14.627,23.35,3.86,23.04,28.44,30.18,normal,3.1372,0.1642
S063_S006,S063,S006,14.627,21.91,3.87,21.58,27.01,28.78,normal,3.0716,0.1752
S006_S066,S006,S066,4.967,7.43,1.63,7.26,9.59,10.37,normal,1.9818,0.2173
S066_S006,S066,S006,4.967,7.12,1.52,6.96,9.12,9.85,normal,1.94,0.211
S006_S068,S006,S068,16.278,37.64,10.18,36.34,51.09,56.26,normal,3.5929,0.2657
S068_S006,S068,S006,16.278,35.09,11.1,33.45,49.71,55.6,normal,3.5101,0.3089
S006_S071,S006,S071,7.61,17.84,4.33,17.33,23.56,25.69,heavy,2.8526,0.2393
S071_S006,S071,S006,7.61,18.35,4.66,17.79,24.51,26.84,heavy,2.8785,0.25
S006_S072,S006,S072,14.435,24.85,8.63,23.47,36.18,40.89,normal,3.1557,0.3375
S072_S006,S072,S006,14.435,26.29,8.85,24.92,37.92,42.71,normal,3.2157,0.3275
S006_S073,S006,S073,10.935,26.22,4.29,25.88,31.88,33.81,normal,3.2534,0.1626
S073_S006,S073,S006,10.935,26.77,4.55,26.4,32.76,34.83,normal,3.2732,0.1686
S007_S008,S007,S008,10.983,26.3,5.8,25.68,33.95,36.75,heavy,3.2458,0.2178
S008_S007,S008,S007,10.983,25.5,5.74,24.88,33.08,35.86,heavy,3.214,0.2223
S007_S010,S007,S010,11.76,41.17,13.02,39.25,58.32,65.23,heavy,3.67,0.3088
S010_S007,S010,S007,11.76,42.12,14.27,39.9,60.87,68.6,heavy,3.6863,0.3295
S007_S011,S007,S011,16.918,42.64,11.46,41.18,57.77,63.58,normal,3.7179,0.2641
S011_S007,S011,S007,16.918,42.39,11.59,40.89,57.69,63.59,normal,3.7108,0.2685
S007_S012,S007,S012,8.39,17.96,5.91,17.06,25.74,28.91,heavy,2.8368,0.3207
S012_S007,S012,S007,8.39,19.14,6.0,18.26,27.03,30.21,heavy,2.9047,0.3061
S007_S013,S007,S013,9.751,22.71,6.15,21.92,30.83,33.96,normal,3.0873,0.2662
S013_S007,S013,S007,9.751,24.37,6.09,23.64,32.42,35.45,normal,3.1631,0.2462
S007_S015,S007,S015,15.306,24.03,7.63,22.9,34.08,38.13,normal,3.1313,0.3099
S015_S007,S015,S007,15.306,22.43,7.85,21.17,32.74,37.04,normal,3.0527,0.34
S007_S016,S007,S016,6.948,24.7,7.2,23.71,34.2,37.94,heavy,3.1661,0.2856
S016_S007,S016,S007,6.948,24.8,7.36,23.77,34.5,38.34,heavy,3.1685,0.2905
S007_S017,S007,S017,4.526,12.52,4.18,11.88,18.01,20.27,heavy,2.4746,0.3248
S017_S007,S017,S007,4.526,12.34,4.04,11.72,17.66,19.83,heavy,2.4617,0.3193
S007_S018,S007,S018,12.789,22.6,6.96,21.6,31.76,35.43,normal,3.0725,0.3009
S018_S007,S018,S007,12.789,22.0,6.72,21.04,30.86,34.39,normal,3.0464,0.2987
S007_S020,S007,S020,16.434,29.74,6.76,29.0,38.67,41.95,normal,3.3672,0.2245
S020_S007,S020,S007,16.434,30.8,6.97,30.04,40.01,43.39,normal,3.4026,0.2235
S007_S021,S007,S021,15.796,23.62,7.67,22.46,33.71,37.82,normal,3.1119,0.3166
S021_S007,S021,S007,15.796,22.04,7.92,20.74,32.42,36.79,normal,3.032,0.3485
S007_S022,S007,S022,7.331,14.72,3.12,14.4,18.84,20.33,heavy,2.6673,0.2097
S022_S007,S022,S007,7.331,13.85,3.25,13.48,18.14,19.74,heavy,2.6013,0.2317
S007_S023,S007,S023,11.11,28.13,7.36,27.22,37.86,41.57,normal,3.3038,0.2575
S023_S007,S023,S007,11.11,29.45,7.83,28.46,39.78,43.74,normal,3.3484,0.2613
S007_S025,S007,S025,17.066,28.92,9.13,27.58,40.95,45.8,normal,3.3171,0.3083
S025_S007,S025,S007,17.066,31.22,9.89,29.77,44.24,49.49,normal,3.3934,0.3091
S007_S026,S007,S026,8.401,21.12,6.0,20.31,29.03,32.12,normal,3.0113,0.2786
S026_S007,S026,S007,8.401,19.49,5.77,18.69,27.1,30.11,normal,2.9279,0.2899
S007_S027,S007,S027,4.032,7.96,1.74,7.78,10.26,11.09,heavy,2.0513,0.2158
S027_S007,S027,S007,4.032,7.57,1.91,7.34,10.09,11.05,heavy,1.9931,0.2487
S007_S028,S007,S028,9.379,19.06,3.99,18.65,24.32,26.22,light,2.9261,0.2069
S028_S007,S028,S007,9.379,19.08,4.02,18.67,24.39,26.3,light,2.9271,0.2083
S007_S030,S007,S030,14.337,23.39,5.97,22.66,31.28,34.27,normal,3.1208,0.2513
S030_S007,S030,S007,14.337,22.78,6.29,21.96,31.09,34.3,normal,3.0892,0.2711
S007_S031,S007,S031,13.09,43.07,9.7,42.01,55.89,60.59,heavy,3.738,0.2226
S031_S007,S031,S007,13.09,40.87,10.08,39.68,54.18,59.18,heavy,3.6808,0.243
S007_S032,S007,S032,6.908,16.22,5.36,15.4,23.27,26.16,heavy,2.7345,0.322
S032_S007,S032,S007,6.908,15.04,5.22,14.21,21.89,24.74,heavy,2.6538,0.3371
S007_S033,S007,S033,15.624,25.76,8.86,24.36,37.4,42.22,normal,3.1929,0.3344
S033_S007,S033,S007,15.624,24.87,9.3,23.3,37.04,42.24,normal,3.1484,0.3617
S007_S035,S007,S035,7.612,14.74,3.79,14.28,19.74,21.64,normal,2.6589,0.2527
S035_S007,S035,S007,7.612,15.84,4.0,15.36,21.13,23.12,normal,2.7318,0.2487
S007_S036,S007,S036,16.529,24.74,4.67,24.32,30.91,33.08,normal,3.1911,0.1872
S036_S007,S036,S007,16.529,26.52,5.12,26.03,33.28,35.67,normal,3.2594,0.1915
S007_S037,S007,S037,2.86,7.42,1.53,7.26,9.44,10.16,heavy,1.9829,0.2042
S037_S007,S037,S007,2.86,7.42,1.51,7.27,9.41,10.12,heavy,1.984,0.2009
S007_S038,S007,S038,15.104,35.9,6.82,35.27,44.9,48.08,normal,3.5631,0.1883
S038_S007,S038,S007,15.104,33.82,6.48,33.22,42.37,45.4,normal,3.5032,0.1898
S007_S040,S007,S040,11.596,19.98,6.49,19.0,28.52,31.99,normal,2.9445,0.3167
S040_S007,S040,S007,11.596,21.37,6.76,20.37,30.27,33.87,normal,3.0141,0.309
S007_S041,S007,S041,6.65,10.49,1.84,10.34,12.91,13.75,light,2.3357,0.1736
S041_S007,S041,S007,6.65,10.94,1.75,10.8,13.24,14.03,light,2.3794,0.1592
